instant,season,mnth,hr,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
891,1,2,14,3,1,0.18232155679395465,0.1818,0.34,0.2985,2,56,1.6248263889219656
892,1,2,15,3,2,0.18232155679395465,0.1818,0.34,0.2836,3,61,1.6437209301888343
893,1,2,16,3,2,0.18232155679395465,0.197,0.37,0.2537,7,72,1.6830650011356274
894,1,2,17,3,2,0.18232155679395465,0.197,0.34,0.2537,9,157,1.8112342343546721
895,1,2,18,3,2,0.16551443847757338,0.1667,0.47,0.2985,2,168,1.8150956430032537
896,1,2,19,3,3,0.13102826240640408,0.1212,0.86,0.2537,1,87,1.7026798402849839
897,1,2,20,3,3,0.13102826240640408,0.1515,0.86,0.1642,0,84,1.6942663054703442
898,1,2,21,3,2,0.13102826240640408,0.1515,0.86,0.1642,0,83,1.6920895459931111
899,1,2,22,3,3,0.1484200051182733,0.1667,0.8,0.1642,4,42,1.579009137828587
900,1,2,23,3,3,0.1484200051182733,0.1515,0.8,0.194,0,37,1.5341940066777084
901,1,2,0,4,3,0.13102826240640408,0.1364,0.86,0.194,0,16,1.3437034446606386
902,1,2,1,4,3,0.13102826240640408,0.1515,0.8,0.1343,0,7,1.1247482629090362
903,1,2,2,4,3,0.13102826240640408,0.1515,0.8,0.1343,0,3,0.8697416861919438
904,1,2,4,4,2,0.13102826240640408,0.1364,0.59,0.2239,0,1,0.5265890341390445
905,1,2,5,4,2,0.11332868530700317,0.1212,0.5,0.2239,0,6,1.0804178182729878
906,1,2,6,4,2,0.11332868530700317,0.1212,0.54,0.2836,0,26,1.4576463830228739
907,1,2,7,4,1,0.09531017980432487,0.0758,0.5,0.4179,0,99,1.7236894193081456
908,1,2,8,4,1,0.09531017980432487,0.0758,0.49,0.3284,5,173,1.8225126721028055
909,1,2,9,4,1,0.11332868530700317,0.1061,0.42,0.3582,1,121,1.7599564649868773
910,1,2,10,4,1,0.11332868530700317,0.1061,0.42,0.2985,1,34,1.5224670302876946
911,1,2,11,4,1,0.13102826240640408,0.1212,0.39,0.3582,1,44,1.5745651437258248
912,1,2,12,4,1,0.1484200051182733,0.1364,0.34,0.3881,4,65,1.6579414149579819
913,1,2,13,4,1,0.16551443847757338,0.1667,0.29,0.2985,3,59,1.637662762520353
914,1,2,14,4,1,0.18232155679395465,0.1818,0.27,0.2836,6,42,1.5875644833216505
915,1,2,15,4,1,0.18232155679395465,0.197,0.25,0.2537,0,50,1.5957092304038698
916,1,2,16,4,1,0.18232155679395465,0.1818,0.27,0.2985,4,76,1.6853704905634923
917,1,2,17,4,1,0.16551443847757338,0.1818,0.26,0.194,6,159,1.8102520538839093
918,1,2,18,4,1,0.1484200051182733,0.1818,0.28,0.1343,3,157,1.8052356503890232
919,1,2,19,4,1,0.13102826240640408,0.1667,0.28,0.1045,2,110,1.74525954872198
920,1,2,20,4,1,0.13102826240640408,0.1818,0.31,0.0896,4,93,1.7200786095266942
921,1,2,21,4,1,0.13102826240640408,0.2121,0.39,0.0,2,70,1.6659050929776016
922,1,2,22,4,1,0.11332868530700317,0.197,0.39,0.0,4,47,1.5996388013001024
923,1,2,23,4,1,0.11332868530700317,0.1515,0.42,0.1045,1,33,1.5163019408528369
924,1,2,0,5,1,0.09531017980432487,0.1364,0.49,0.1045,2,12,1.3105061862047918
925,1,2,1,5,1,0.09531017980432487,0.1364,0.54,0.0896,1,6,1.1247482629090362
926,1,2,2,5,1,0.09531017980432487,0.1364,0.54,0.0896,0,3,0.8697416861919438
927,1,2,5,5,1,0.07696104113612832,0.1212,0.63,0.0896,0,4,0.9591348389208239
928,1,2,6,5,1,0.09531017980432487,0.1818,0.68,0.0,1,23,1.4395687003478859
929,1,2,7,5,1,0.07696104113612832,0.1667,0.73,0.0,1,73,1.6710010327416251
930,1,2,8,5,1,0.09531017980432487,0.1212,0.74,0.1642,4,212,1.8273919355670145
931,1,2,9,5,1,0.11332868530700317,0.1212,0.74,0.2239,8,132,1.783182776049518
932,1,2,10,5,1,0.13102826240640408,0.1364,0.69,0.194,5,39,1.570002974208493
933,1,2,11,5,1,0.1988508587451652,0.2273,0.47,0.1343,12,52,1.6437209301888343
934,1,2,12,5,1,0.1988508587451652,0.2273,0.47,0.1343,7,64,1.6632944814375767
935,1,2,13,5,1,0.2151113796169455,0.2273,0.35,0.194,21,89,1.742136743805324
936,1,2,14,5,1,0.262364264467491,0.2879,0.26,0.2537,17,67,1.6942663054703442
937,1,2,15,5,1,0.2776317365982795,0.3182,0.21,0.1642,12,62,1.6710010327416251
938,1,2,16,5,1,0.262364264467491,0.2879,0.28,0.194,14,111,1.7640939343176614
939,1,2,17,5,1,0.262364264467491,0.3333,0.24,0.0,18,193,1.8273919355670145
940,1,2,18,5,1,0.2468600779315258,0.3182,0.28,0.0,9,165,1.818853419699573
941,1,2,19,5,1,0.23111172096338664,0.303,0.33,0.0,7,94,1.7272161148848966
942,1,2,20,5,1,0.1988508587451652,0.2273,0.55,0.1343,2,61,1.6407200993500939
943,1,2,21,5,1,0.18232155679395465,0.2121,0.59,0.1343,1,46,1.583340520839692
944,1,2,22,5,1,0.18232155679395465,0.2273,0.64,0.0896,2,41,1.5653166550596793
945,1,2,23,5,1,0.16551443847757338,0.2424,0.69,0.0,5,48,1.607232291151654
946,1,2,0,6,1,0.1484200051182733,0.197,0.69,0.0896,3,27,1.4892992254175486
947,1,2,1,6,1,0.13102826240640408,0.2121,0.86,0.0,2,22,1.4395687003478859
948,1,2,2,6,1,0.13102826240640408,0.2121,0.8,0.0,2,13,1.327761429538331
949,1,2,3,6,1,0.11332868530700317,0.197,0.8,0.0,3,7,1.223156202527103
950,1,2,4,6,1,0.11332868530700317,0.1667,0.74,0.0896,0,4,0.9591348389208239
951,1,2,5,6,1,0.11332868530700317,0.1667,0.74,0.0896,0,1,0.5265890341390445
952,1,2,6,6,1,0.11332868530700317,0.1364,0.93,0.194,1,1,0.7412763113750153
953,1,2,7,6,1,0.11332868530700317,0.1515,0.8,0.1045,2,9,1.2484412575662103
954,1,2,8,6,1,0.13102826240640408,0.1515,0.86,0.1343,2,28,1.4892992254175486
955,1,2,9,6,1,0.1484200051182733,0.1818,0.64,0.1343,5,38,1.5653166550596793
956,1,2,10,6,1,0.1988508587451652,0.2121,0.41,0.2537,13,71,1.6942663054703442
957,1,2,11,6,1,0.262364264467491,0.2727,0.28,0.3284,30,84,1.748318097194945
958,1,2,12,6,1,0.262364264467491,0.2727,0.39,0.4627,27,93,1.757131886054717
959,1,2,13,6,1,0.262364264467491,0.2727,0.39,0.4179,32,103,1.777094949793928
960,1,2,14,6,1,0.29266961396282,0.3182,0.31,0.2836,30,90,1.757131886054717
961,1,2,15,6,1,0.29266961396282,0.303,0.29,0.4179,47,127,1.818853419699573
962,1,2,16,6,1,0.29266961396282,0.303,0.29,0.4179,42,103,1.7890235001604364
963,1,2,17,6,1,0.2776317365982795,0.2879,0.31,0.5224,24,113,1.7795609835022244
964,1,2,18,6,1,0.2468600779315258,0.2576,0.38,0.3284,4,60,1.6437209301888343
965,1,2,19,6,1,0.2468600779315258,0.2727,0.38,0.1642,2,39,1.5555453730992024
966,1,2,20,6,1,0.23111172096338664,0.2576,0.41,0.2239,1,39,1.5504460211620947
967,1,2,21,6,1,0.23111172096338664,0.303,0.41,0.0,9,42,1.5996388013001024
968,1,2,22,6,1,0.2151113796169455,0.2576,0.44,0.0896,6,39,1.5745651437258248
969,1,2,23,6,1,0.1988508587451652,0.2273,0.51,0.1343,1,31,1.503300998004841
970,1,2,0,0,1,0.18232155679395465,0.2273,0.64,0.1045,5,34,1.5451936315479267
971,1,2,1,0,1,0.18232155679395465,0.2273,0.59,0.0896,1,23,1.4395687003478859
972,1,2,2,0,2,0.18232155679395465,0.2273,0.75,0.0896,1,19,1.3973634811730353
973,1,2,3,0,2,0.18232155679395465,0.2273,0.69,0.1045,4,8,1.2711498482847257
974,1,2,4,0,2,0.18232155679395465,0.2121,0.69,0.1642,0,2,0.7412763113750153
975,1,2,6,0,2,0.18232155679395465,0.2121,0.69,0.1343,2,3,1.026672031199051
976,1,2,7,0,2,0.1988508587451652,0.2727,0.55,0.0,0,3,0.8697416861919438
977,1,2,8,0,2,0.1988508587451652,0.2273,0.64,0.194,1,11,1.2711498482847257
978,1,2,9,0,2,0.2151113796169455,0.2273,0.6,0.2239,12,35,1.583340520839692
979,1,2,10,0,1,0.262364264467491,0.2727,0.45,0.3284,19,86,1.7340313214932865
980,1,2,11,0,1,0.2776317365982795,0.2879,0.39,0.4478,26,86,1.74525954872198
981,1,2,12,0,1,0.3074846997479606,0.3182,0.32,0.4627,58,94,1.7968196318819551
982,1,2,13,0,1,0.3220834991691133,0.3939,0.29,0.3582,62,92,1.798970923559588
983,1,2,14,0,2,0.33647223662121295,0.4091,0.3,0.4179,51,110,1.8062533133730014
984,1,2,15,0,2,0.33647223662121295,0.4091,0.3,0.2985,40,122,1.8072636887169242
985,1,2,16,0,2,0.3506568716131694,0.4242,0.28,0.3284,28,106,1.775845981748474
986,1,2,17,0,1,0.3506568716131694,0.4242,0.28,0.3284,30,95,1.7640939343176614
987,1,2,18,0,1,0.33647223662121295,0.4091,0.32,0.2985,17,78,1.7163798514467992
988,1,2,19,0,1,0.33647223662121295,0.4091,0.35,0.2836,11,50,1.63454690370149
989,1,2,20,0,1,0.33647223662121295,0.4091,0.35,0.3284,15,32,1.583340520839692
990,1,2,21,0,1,0.33647223662121295,0.4091,0.35,0.3582,6,45,1.5996388013001024
991,1,2,22,0,1,0.33647223662121295,0.4091,0.35,0.2985,5,31,1.5284269505599697
992,1,2,23,0,1,0.33647223662121295,0.4091,0.35,0.3582,3,27,1.4892992254175486
993,1,2,0,1,1,0.3220834991691133,0.3939,0.37,0.3582,3,8,1.2484412575662103
994,1,2,1,1,1,0.3220834991691133,0.3939,0.37,0.3582,1,6,1.1247482629090362
995,1,2,2,1,1,0.3074846997479606,0.3333,0.4,0.2985,0,2,0.7412763113750153
996,1,2,3,1,1,0.29266961396282,0.3182,0.46,0.2239,1,1,0.7412763113750153
997,1,2,4,1,1,0.2776317365982795,0.303,0.53,0.2836,0,2,0.7412763113750153
998,1,2,5,1,1,0.2776317365982795,0.303,0.53,0.2836,0,3,0.8697416861919438
999,1,2,6,1,1,0.29266961396282,0.303,0.46,0.2985,1,25,1.4576463830228739
1000,1,2,7,1,1,0.29266961396282,0.303,0.46,0.2985,2,96,1.7218947624700471
611,1,1,16,5,1,0.1988508587451652,0.2727,0.8,0.0,10,70,1.6853704905634923
612,1,1,17,5,1,0.2151113796169455,0.2424,0.75,0.1343,2,147,1.7935304491330344
613,1,1,18,5,1,0.2151113796169455,0.2273,0.75,0.194,2,107,1.7405504459900154
614,1,1,19,5,2,0.2151113796169455,0.2424,0.75,0.1343,5,84,1.7047134862451474
615,1,1,20,5,2,0.2151113796169455,0.2273,0.7,0.194,1,61,1.637662762520353
616,1,1,21,5,2,0.1988508587451652,0.2273,0.75,0.1343,1,57,1.6248263889219656
617,1,1,22,5,1,0.2151113796169455,0.2121,0.65,0.3582,0,26,1.4576463830228739
618,1,1,23,5,1,0.2151113796169455,0.2273,0.6,0.2239,1,22,1.4298455472897516
619,1,1,0,6,1,0.1988508587451652,0.197,0.64,0.3582,2,26,1.4741440143630178
